generation, Top Error, Gen Error, Dropped %
1, 0.0310739521842294, 0.0310739521842294, 0.004716981
2, 0.027750063356013, 0.027750063356013, 0.004716981
3, 0.027750063356013, 0.0286196712943863, 0.004716981
4, 0.027750063356013, 0.028186607780853, 0.004716981
5, 0.027750063356013, 0.0280975345983734, 0.004716981
6, 0.027750063356013, 0.0279788498279281, 0.004716981
7, 0.027750063356013, 0.0291522507243194, 0.004716981
8, 0.027750063356013, 0.0283386711528699, 0.004716981
9, 0.027750063356013, 0.0284578804441971, 0.004716981
10, 0.027750063356013, 0.0289791111495958, 0.004716981
11, 0.027750063356013, 0.0291208271551255, 0.004716981
12, 0.027750063356013, 0.0288110737325411, 0.004716981
13, 0.027750063356013, 0.029191017585859, 0.004716981
14, 0.027750063356013, 0.0296639923701285, 0.004716981
15, 0.027750063356013, 0.0285445694408502, 0.004716981
16, 0.0273786548879542, 0.0273786548879542, 0.004716981
17, 0.0273786548879542, 0.0276816849065078, 0.004716981
18, 0.0273786548879542, 0.0274214271816824, 0.004716981
19, 0.0271550182574245, 0.0271550182574245, 0.004716981
20, 0.026872921390428, 0.026872921390428, 0.004716981
21, 0.02672004739523, 0.02672004739523, 0.004716981
22, 0.0265532020710886, 0.0265532020710886, 0.004716981
23, 0.0265235427994064, 0.0265235427994064, 0.004716981
24, 0.0265235427994064, 0.0267781261619646, 0.004716981
25, 0.0265235427994064, 0.0265751842644093, 0.004716981
26, 0.0265235427994064, 0.0267382625749448, 0.004716981
27, 0.0265235427994064, 0.026678991715297, 0.004716981
28, 0.0265235427994064, 0.0266348365937894, 0.004716981
29, 0.0265235427994064, 0.0266365532075845, 0.004716981
30, 0.0265235427994064, 0.0266047004849419, 0.004716981
31, 0.0265235427994064, 0.0265752319481258, 0.004716981
32, 0.0265235427994064, 0.0266071800382015, 0.004716981
33, 0.0264389518862806, 0.0264389518862806, 0.004716981
34, 0.0263291839708266, 0.0263291839708266, 0.004716981
35, 0.0263291839708266, 0.0263750080224128, 0.004716981
36, 0.0263291839708266, 0.0264400486117609, 0.004716981
37, 0.0263291839708266, 0.0264310363893365, 0.004716981
38, 0.0263291839708266, 0.0263779167291212, 0.004716981
39, 0.0263291839708266, 0.0263458732716124, 0.004716981
40, 0.0263291839708266, 0.0263393882861642, 0.004716981
41, 0.0262467865086613, 0.0262467865086613, 0.004716981
42, 0.0262467865086613, 0.0263580803030443, 0.004716981
43, 0.0262467865086613, 0.0264758590828755, 0.004716981
44, 0.0262227062318132, 0.0262227062318132, 0.004716981
45, 0.0262227062318132, 0.0263616088980676, 0.004716981
46, 0.0262227062318132, 0.0263968471645839, 0.004716981
47, 0.0262227062318132, 0.0263877395747265, 0.004716981
48, 0.0262227062318132, 0.0264029029965833, 0.004716981
49, 0.0262227062318132, 0.0262358669375757, 0.004716981
50, 0.0262227062318132, 0.408241449717305, 0.004716981
51, 0.407927214025366, 0.407927214025366, 0.004716981
52, 0.407927214025366, 0.407986294150148, 0.004716981
53, 0.407927214025366, 0.407966398596263, 0.004716981
54, 0.0809760601665983, 0.0809760601665983, 0.004716981
55, 0.045618393624103, 0.045618393624103, 0.004716981
56, 0.0413146521048941, 0.0413146521048941, 0.004716981
57, 0.0413146521048941, 0.0462152983876362, 0.004716981
58, 0.0413146521048941, 0.0501083877400814, 0.004716981
59, 0.0344187283876349, 0.0344187283876349, 0.004716981
60, 0.0344187283876349, 0.0522373226320344, 0.004716981
61, 0.0344187283876349, 0.0416031862736223, 0.004716981
62, 0.0344187283876349, 0.0462369944786577, 0.004716981
63, 0.0344187283876349, 0.0370706582824984, 0.004716981
64, 0.0344187283876349, 0.0493692424501366, 0.004716981
65, 0.0344187283876349, 0.0512594726571362, 0.004716981
66, 0.0240702651749591, 0.0240702651749591, 0.004716981
67, 0.0171148798631859, 0.0171148798631859, 0.004716981
68, 0.0171148798631859, 0.0172381422704181, 0.004716981
69, 0.0129759809520242, 0.0129759809520242, 0.004716981
70, 0.00180816843819869, 0.00180816843819869, 0.004716981
71, 0.00180816843819869, 0.00238304332469468, 0.004716981
72, -0.00510458763099592, -0.00510458763099592, 0.004716981
73, -0.00510458763099592, 0.000431015021071062, 0.004716981
74, -0.0102336865996374, -0.0102336865996374, 0.004716981
75, -0.0102336865996374, -0.0029467087231086, 0.004716981
76, -0.0102336865996374, -0.00836410344189559, 0.004716981
77, -0.0102336865996374, -0.00618042764336508, 0.004716981
78, -0.0102336865996374, -0.00945215048569665, 0.004716981
79, -0.0102336865996374, -0.00858173192414242, 0.004716981
80, -0.0102336865996374, -0.00720186053517253, 0.004716981
81, -0.012667892644821, -0.012667892644821, 0.004716981
82, -0.0199758036729068, -0.0199758036729068, 0.004716981
83, -0.0199758036729068, -0.0169778807308954, 0.004716981
84, -0.0199758036729068, -0.015491340868046, 0.004716981
85, -0.0208471759087917, -0.0208471759087917, 0.004716981
86, -0.020964334800308, -0.020964334800308, 0.004716981
87, -0.020964334800308, -0.0181348784288001, 0.004716981
88, -0.020964334800308, -0.0202013476520978, 0.004716981
89, -0.020964334800308, -0.018708036701501, 0.004716981
90, -0.020964334800308, -0.0188868983222082, 0.004716981
91, -0.020964334800308, -0.0188703997562885, 0.004716981
92, -0.020964334800308, -0.0166008932680025, 0.004716981
93, -0.020964334800308, -0.0161993963748127, 0.004716981
94, -0.020964334800308, -0.0181765063133315, 0.004716981
95, -0.020964334800308, -0.0157839281526793, 0.004716981
96, -0.0227737887915043, -0.0227737887915043, 0.004716981
97, -0.0238016589850434, -0.0238016589850434, 0.004716981
98, -0.0238016589850434, -0.0222847445947639, 0.004716981
99, -0.0248472198374155, -0.0248472198374155, 0.004716981
100, -0.0326758847337348, -0.0326758847337348, 0.004716981
101, -0.0326758847337348, -0.0223113521085881, 0.004716981
102, -0.0326758847337348, -0.0243899806796011, 0.004716981
103, -0.0326758847337348, -0.031335638513202, 0.004716981
104, -0.0326758847337348, -0.0326045975775212, 0.004716981
105, -0.0339326844503385, -0.0339326844503385, 0.004716981
106, -0.0339326844503385, -0.0282352909480824, 0.004716981
107, -0.0339326844503385, -0.0286236748192262, 0.004716981
108, -0.0339326844503385, -0.0270071014613971, 0.004716981
109, -0.0339326844503385, -0.025781343844255, 0.004716981
110, -0.0339326844503385, -0.0303782448526955, 0.004716981
111, -0.0339326844503385, -0.0242033466130994, 0.004716981
112, -0.0339326844503385, -0.0279816612598547, 0.004716981
113, -0.0339326844503385, -0.0318197236034233, 0.004716981
